24	26
148	24
177	83
180	67
207	6
215	42
236	112
236	85
294	193
603	15
613	583
646	147
702	14
824	610
1403	122
1445	59
1481	13
1712	394
2099	2
2267	20
2392	12
2517	148
2553	30
2569	179
2589	286
2726	120
2878	162
2937	95
2947	467
3130	272
3158	3
3321	31
3322	22
3522	8
3554	4
3697	29
3778	296
3792	2
3852	3
3913	147
4514	10
4633	8
4788	71
5011	16
5056	33
5316	84
5374	48
5480	22
5505	5
5507	45
5514	48
5524	36
5888	546
5897	4
5983	70
6349	21
6365	15
6532	11
6562	104
6615	5
6618	116
6829	26
6840	32
6956	2
7031	50
7088	113
7124	71
7199	5
7203	11
7250	705
7309	5
7321	59
7467	10
7610	78
7619	38
7645	67
7693	21
7694	10
7708	117
7790	95
7908	324
7919	35
8203	254
8212	3
8219	438
8228	422
8629	30
8641	74
8826	295
8835	107
8943	64
8999	24
9038	800
9054	3
9085	60
9089	29
9096	2040
9098	629
9123	558
9124	4
9162	93
9183	2
9231	108
9372	197
9396	2
9453	23
9470	16
9471	7
9479	2
9480	1723
9548	49
9593	425
9646	69
9705	14
9746	16
9887	4
9922	6
9927	35
10015	187
10029	197
10040	84
10041	67
10050	130
10200	26
10215	69
10224	443
10263	69
10303	130
10324	35
10381	58
10430	139
10524	93
10533	6
10654	2
10663	13
10682	10
10760	4
10769	345
10779	505
10867	299
10956	125
10973	4
10974	142
10993	9
11008	7
11172	202
11187	152
11192	110
11201	220
11247	153
11273	7
11283	14
11285	127
11294	1674
11295	176
11391	43
11406	61
11450	227
11456	34
11459	32
13112	4
13573	111
13760	2
13769	3
13821	3
13948	5
14105	7
14249	4
14403	49
14454	2
14528	8
14569	191
14663	14
14729	36
14769	175
14797	62
14803	38
14806	46
14812	57
14826	11
14918	57
14926	5
14933	11
14961	134
15027	22
15028	185
15036	6
15038	175
15117	218
15143	175
15162	79
15181	42
15188	500
15190	15
15191	278
15200	95
15205	77
15210	34
15213	100
15214	12
15214	61
15215	677
15222	4
15223	2
15239	7
15270	8
15304	184
15308	6
15315	30
15367	6
15368	14
15420	7
15442	64
15449	148
15452	44
15461	324
15473	279
15483	283
15484	268
15493	18
15551	9
15552	17
15555	19
15558	47
15561	125
15574	14
15579	18
15582	12
15625	84
15639	19
15640	65
15691	11
15717	4
15724	411
15726	191
15768	339
15769	19
15776	17
15863	75
15868	1472
15877	3
15941	19
15950	14
16017	193
16031	273
16038	17
16046	125
16089	171
16151	4
16161	296
16181	95
16188	18
16214	72
16216	44
16257	224
16326	11
16341	138
16346	179
16348	76
16355	674
16361	337
16445	202
16466	75
16474	12
16490	920
16491	22
16495	89
16498	205
16499	1227
16500	323
16500	54
16501	20
16505	55
16526	56
16558	439
16567	186
16567	16
16569	79
16575	2
16602	180
16615	67
16625	177
16630	9
16649	81
16682	387
16700	510
16709	551
16732	140
16733	286
16746	20
16760	3
16776	149
16779	961
16789	505
16798	6
16803	79
16812	286
16834	45
16846	254
16871	69
16892	20
16910	7
16925	118
16928	80
16967	17
16980	184
16982	84
16999	85
17069	67
17078	88
17089	445
17094	20
17103	101
17108	266
17176	493
17192	40
17233	4
17234	88
17240	15
17245	70
17249	44
17288	93
17294	13
17341	26
17377	76
17434	2
17511	61
17518	44
17676	102
17681	695
17682	2
17686	23
17691	273
17694	2
17702	8
17703	108
17725	2
17809	3
17828	12
17870	5
17884	171
17885	32
17893	27
17894	35
17927	6
17928	245
17936	33
17937	598
17948	57
17949	27
18021	189
18038	8
18056	84
18057	3
18060	8
18065	289
18085	33
18086	205
18093	2
18094	554
18131	915
18140	192
18170	2
18218	569
18225	281
18249	50
18255	7
18264	75
18280	229
18306	35
18321	11
18323	33
18332	212
18333	8
18342	6
18343	61
18449	3824
18519	72
18674	106
18756	593
18786	116
19055	2
19065	849
19074	2
19114	257
19232	158
19267	74
19273	1642
19282	523
19292	745
19301	61
19320	19
19336	8
19341	269
19345	46
19350	7
19414	5
19449	6
19461	52
19464	21
19479	203
19598	382
19736	161
19916	6
19973	1094
19982	8
20001	260
20023	3
20232	569
20249	29
20391	113
20392	60
20401	69
20542	204
20657	2
20761	278
21093	144
21112	11
21143	50
21386	94
21484	26
21489	36
21521	6
21529	809
21618	54
21624	145
21664	121
21665	155
21673	28
21683	66
21706	154
21746	88
21775	150
21780	78
22019	71
22153	377
22197	26
22371	2
22440	41
22464	4
22564	435
22573	192
22668	18
22684	155
22818	438
22827	439
22872	147
22878	96
22879	94
22887	365
22888	6
22893	9
22902	11
22912	165
22937	8
22962	185
22963	254
22972	77
22973	285
22994	148
22995	48
23023	26
23024	153
23029	640
23033	132
23070	121
23083	2
23096	22
23120	66
23122	85
23133	11
23134	4
23296	141
23298	179
23305	45
23307	247
23310	34
23318	26
23323	50
23323	8
23330	201
23402	3
23412	513
23421	998
23464	4
23470	162
23473	14
23480	229
23481	373
23490	97
23513	120
23525	119
23530	9
23531	8
23549	609
23551	33
23560	40
23570	8
23580	17
23580	2
23589	156
23594	241
23607	19
23613	26
23616	138
23617	119
23620	103
23625	2
23627	309
23628	503
23634	8
23636	179
23647	145
23648	85
23686	224
23694	181
23765	5
23780	155
23781	2
23785	207
23787	122
23794	2
23829	101
23834	17
23854	7
23868	105
23877	10
23886	70
23900	2
23937	36
23952	96
23987	123
24001	108
24036	21
24159	11
24207	106
24210	201
24221	5
24244	18
24476	5
24485	117
24487	161
24496	210
24497	428
24509	193
24511	390
24515	17
24520	41
24523	213
24531	157
24539	2
24545	496
24546	209
24554	17
24585	19
24606	90
24616	20
24625	10
24639	93
24647	122
24725	7
24730	657
24732	265
24739	28
24798	964
24807	3
24885	9
24894	138
24945	14
25039	284
25048	2
25048	11
25058	76
25068	33
25074	469
25084	2
25086	3
25099	132
25166	5
25171	5
25186	207
25194	584
25195	268
25203	72
25204	7
25214	12
25219	27
25233	92
25242	139
25294	81
25303	48
25316	3
25375	35
25403	111
25420	6
25447	16
25454	17
25457	36
25458	161
25513	4
25556	2
25562	13
25571	24
25587	314
25624	4
25663	296
25702	164
25785	55
25792	92
25844	18
26011	4
26050	44
26211	19
26221	22
26226	16
26304	111
26313	183
26370	206
26396	75
26440	31
26528	68
26582	3
26590	157
26599	31
26689	20
26766	329
26768	138
26795	119
26969	51
27013	50
27031	4
27032	13
27260	157
27294	7
27308	106
27468	130
27601	39
27610	27
27635	153
27689	98
27875	297
28047	17
28077	128
28084	18
28224	2
28267	36
28454	249
28473	124
28502	4
28672	25
28675	194
28732	17
28732	44
28736	26
28779	182
28802	126
28922	203
28956	250
29002	62
29061	18
29070	679
29098	48
29142	68
29164	5
29251	55
29395	61
29486	51
29599	3
29716	13
29730	55
29731	119
29735	56
29800	532
29826	84
29931	84
30065	18
30074	212
30090	172
30104	4
30280	9
30406	14
30653	72
30790	74
30799	133
30937	19
30964	76
30973	30
31016	91
31022	31
31026	132
31041	219
31129	158
31130	71
31235	17
31570	87
31680	2
31779	3687
31780	2
31784	421
31788	598
31798	137
31838	140
31868	352
31877	186
31930	34
31934	123
31947	178
32030	40
32075	80
32084	2468
32113	3
32117	2540
32120	2
32122	4130
32124	1239
32130	961
32135	28
32139	2145
32144	171
32164	9
32166	4126
32171	8
32172	3
32198	6
32218	4
32220	16
32224	186
32238	200
32242	5
32258	11
32291	7
32316	37
32328	44
32332	130
32355	3
32368	54
32371	874
32412	99
32417	24
32422	64
32429	2
32433	24
32434	821
32439	14
32443	1082
32448	635
32449	26
32458	5
32459	140
32464	47
32468	27
32474	354
32483	382
32506	6
32513	42
32516	15
32521	27
32530	16
32535	157
32544	585
32548	181
32630	99
32639	19
32658	113
32662	9
32702	42
32711	1517
32712	337
32713	4
32721	110
32723	43
32781	75
32790	90
32813	326
32821	2
32823	380
32877	222
32878	18
32883	3
32895	16
32916	7
33027	1021
33036	559
33037	135
33044	386
33046	52
33052	7
33060	2
33066	252
33071	3
33074	53
33075	49
33076	50
33080	354
33086	178
33095	4
33118	245
33308	80
33310	11
33312	48
33317	237
33319	13
33321	4
33339	6
33347	31
33348	304
33353	40
33358	299
33359	219
33362	42
33367	12
33368	236
33405	200
33423	4
33439	19
33448	87
33469	19
33470	16
33472	253
33473	200
33482	2
33486	750
33495	184
33496	2728
33497	35
33506	130
33550	17
33551	466
33559	7
33560	778
33617	28
33622	295
33626	37
33627	154
33643	84
33652	3
33653	158
33662	2
33667	14
33676	4
33711	98
33714	19
33720	162
33721	68
33722	26
33725	33
33785	13
33793	11
33796	156
33797	67
33803	410
33804	5
33805	127
33806	169
33811	14
33812	300
33820	1065
33908	437
33968	125
33988	8
34007	113
34017	47
34021	41
34033	18
34051	2
34057	4
34317	75
34340	117
34349	22
34533	20
34543	2
34555	22
34563	72
34564	136
34564	47
34571	7
34573	193
34577	10
34598	2
34601	346
34603	101
34607	84
34612	17
34625	13
34642	19
34673	32
34692	19
34755	31
34779	160
34840	182
35037	318
35077	2
35078	5
35086	19
35122	385
35147	2699
35203	57
35267	67
35273	44
35288	257
35293	53
35297	3
35302	367
35309	6
35338	206
35370	67
35375	318
35376	12
35379	108
35422	4
35423	100
35451	153
35473	20
35475	2
35480	85
35482	69
35491	264
35501	13
35511	8
35518	22
35519	183
35521	214
35522	8
35527	39
35536	184
35538	480
35546	2
35547	884
35549	2
35555	28
35561	2
35570	309
35575	58
35582	290
35591	170
35606	12
35615	15
35628	226
35637	256
35640	1066
35647	122
35649	155
35656	450
35660	75
35668	2
35684	556
35693	61
35694	229
35698	4
35702	17
35703	423
35743	13
35751	2
35752	1036
35759	81
35763	11
35765	2
35769	58
35774	604
35774	25
35777	58
35779	12
35798	150
35800	1227
35809	2378
35810	430
35819	7
35822	709
35827	206
35841	3
35866	46
35875	17
35897	99
35949	138
35962	179
35964	3
35969	44
35978	454
35979	88
35979	112
35988	417
36025	65
36034	663
36042	16
36055	13
36063	6
36116	89
36180	168
36189	8
36204	76
36214	406
36218	5
36240	6
36241	4
36252	29
36257	1235
36261	96
36266	607
36276	255
36281	74
36297	7
36328	1004
36337	489
36348	316
36383	34
36412	90
36421	24
36426	212
36471	7
36480	32
36494	38
36538	17
36582	292
36585	52
36642	6
36646	2
36660	31
36660	11
36671	14
36679	51
36695	547
36696	47
36708	4
36743	41
36752	58
36811	282
36816	74
36825	387
36833	52
36835	55
36844	276
36854	10
36882	97
36893	992
36902	35
36965	4
36971	7
36977	6
37066	142
37067	9
37078	17
37093	62
37117	3
37134	178
37149	324
37158	39
37252	4
37254	264
37261	187
37262	129
37274	461
37275	178
37281	2
37284	595
37356	10
37365	65
37380	396
37425	27
37477	67
37486	962
37488	11
37491	53
37514	17
37522	3
37580	3
37585	191
37626	4
37642	517
37643	25
37643	2
37651	509
37723	248
37752	11
37876	13
37921	2485
37977	95
37982	3
38041	77
38102	107
38109	11
38110	397
38111	451
38123	613
38128	182
38163	8
38199	248
38240	21
38277	18
38316	123
38320	55
38324	3
38326	417
38329	332
38332	33
38333	1426
38340	267
38352	225
38375	708
38382	195
38387	47
38391	1273
38392	97
38399	597
38408	447
38488	500
38497	428
38501	36
38511	309
38520	883
38525	2
38533	42
38534	35
38542	177
38603	2
38610	72
38612	75
38619	182
38622	79
38624	43
38636	66
38644	56
38645	193
38704	71
38711	108
38755	73
38810	83
38862	41
38863	334
38893	3
38902	308
38903	30
38905	145
38914	327
38923	275
38926	52
38927	5
38932	12
38935	83
38936	55
38937	19
38954	26
38955	2
38955	58
39003	19
39010	50
39017	90
39019	253
39023	24
39028	31
39032	4
39033	414
39037	138
39041	458
39042	413
39043	45
39050	146
39052	101
39060	70
39077	167
39078	124
39086	132
39094	69
39103	81
39136	588
39137	130
39142	21
39145	603
39145	18
39146	104
39150	325
39151	8
39159	299
39212	10
39228	17
39235	158
39237	1170
39238	47
39240	14
39244	192
39245	437
39247	45
39249	77
39254	179
39256	15
39257	16
39271	28
39276	18
39277	8
39283	39
39285	84
39291	474
39292	253
39300	3
39302	123
39306	8
39340	632
39349	771
39361	226
39370	85
39403	137
39404	61
39412	5
39413	323
39430	79
39434	55
39454	412
39535	19
39549	233
39558	98
39561	114
39570	64
39612	127
39740	83
39878	36
39924	30
39929	30
40090	130
40115	4
40152	179
40152	2
40153	137
40155	2
40162	36
40162	309
40164	39
40167	11
40171	31
40196	9
40210	9
40219	64
40219	486
40220	2
40228	3
40248	9
40257	2
40258	75
40281	114
40317	88
40373	4
40387	115
40396	3
40405	35
40456	20
40461	149
40477	226
40486	195
40534	84
40543	6
40633	9
40643	41
40649	14
40676	234
40824	7
40865	393
40872	28
40874	296
40896	115
40901	116
40910	112
41031	21
41063	97
41080	206
41147	117
41593	41
41609	87
41616	58
41654	92
41678	6
41718	369
41760	204
41780	9
41862	7
41881	3
41899	70
41901	43
41908	397
41952	5
41998	163
42013	207
42037	210
42229	178
42236	9
42237	109
42252	48
42257	135
42261	47
42375	375
42384	43
42385	244
42388	254
42542	20
42581	46
42678	163
42768	54
42811	107
42848	149
42855	411
42858	11
42932	29
42958	69
42995	6
43005	15
43014	77
43084	56
43119	390
43123	383
43130	14
43198	288
43207	13
43216	3
43229	114
43234	139
43257	37
43342	122
43343	29
43359	86
43385	2
43386	185
43424	130
43433	143
43472	8
43473	683
43506	2
43515	179
43522	191
43526	3
43563	13
43567	12
43664	194
43679	63
43754	59
43759	231
43760	171
43762	430
43763	194
43779	13
43792	113
43806	2
43830	39
43831	4
43850	118
43854	6
43860	124
43875	17
43896	280
43911	336
43943	102
43984	399
43993	99
44011	145
44025	37
44026	257
44048	195
44050	18
44057	87
44081	1213
44090	370
44090	28
44099	10
44100	16
44101	65
44111	17
44116	263
44120	61
44125	61
44141	71
44141	109
44254	222
44269	216
44274	329
44278	99
44283	56
44289	116
44298	118
44303	102
44331	185
44340	77
44405	157
44437	89
44444	199
44455	248
44484	84
44490	26
44499	216
44500	31
44518	159
44520	8
44527	137
44549	51
44554	11
44555	318
44564	227
44593	414
44601	90
44602	95
44603	5
44610	143
44611	112
44613	249
44622	63
44630	34
44709	123
44713	231
44716	99
44716	6
44726	9
44747	426
44752	496
44756	27
44773	13
44780	374
44789	6
44794	49
44803	154
44814	57
44820	185
44850	84
44855	187
44857	22
44859	227
44864	31
44869	29
44873	115
44885	89
44890	171
44894	295
44950	66
44977	134
44980	35
44989	160
44998	2
44998	3
45054	3
45063	93
45066	2
45072	98
45087	170
45088	3
45089	3
45125	171
45145	211
45157	5
45194	7
45211	31
45243	225
45245	239
45254	45
45312	161
45321	4
45331	471
45336	28
45363	90
45429	16
45494	29
45557	29
45664	2
45672	136
45852	64
45992	10
46013	11
46142	8
46261	3
46265	18
46439	15
46595	13
46708	20
47015	2
47350	275
47359	11
47392	105
47490	211
47494	56
47524	48
47537	304
47673	158
47700	9
47781	12
47833	36
47843	23
47871	296
47889	103
48194	462
48201	62
48292	16
48310	5
48311	366
48395	7
48575	4
48586	264
48666	2
48743	223
48786	213
48872	60
48988	6
49037	504
49046	67
49047	45
49174	2
49291	700
49300	3
49326	143
49510	800
49673	48
49816	12
49836	630
49890	11
49892	13
49906	6
49953	10
50022	36
50048	47
50116	3
50141	261
50224	727
50329	118
50390	15
50548	26
50592	8
50631	125
50743	3
50787	211
50936	47
50979	202
51005	2
51040	287
51050	1112
51059	435
51061	120
51073	39
51078	67
51086	178
51088	1194
51097	50
51105	33
51118	24
51143	327
51148	4
51153	193
51155	20
51201	4
51203	2
51216	505
51225	52
51246	17
